Title,Link,SQL,Python,Power BI,Excel,Tableau,Angielski,Cloud,R
Inżynier / Inżynierka materiału i procesu w Wytwórni Granulatu,"https://www.pracuj.pl/praca/inzynier-inzynierka-materialu-i-procesu-w-wytworni-granulatu-skierniewice-zwierzyniecka-2,oferta,1004563184?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Dyrektor Operacyjny / Dyrektorka Operacyjna,"https://www.pracuj.pl/praca/dyrektor-operacyjny-dyrektorka-operacyjna-bialystok,oferta,1004549546?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,1,1,0,0
Projektant BPMN / Programista JAVA,"https://www.pracuj.pl/praca/projektant-bpmn-programista-java-lodz-prezydenta-gabriela-narutowicza-34,oferta,1004549188?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
IBMi Application Operations Expert,"https://www.pracuj.pl/praca/ibmi-application-operations-expert-warszawa,oferta,1004544314?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalistka / Specjalista ds. CRM,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-crm-warszawa-marcina-kasprzaka-2,oferta,1004557420?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
QA Engineer,"https://www.pracuj.pl/praca/qa-engineer-warszawa,oferta,1004562003?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,0
Independent Accountant (branża TSL),"https://www.pracuj.pl/praca/independent-accountant-branza-tsl-warszawa,oferta,1004560110?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Dyrektor / Dyrektorka Działu Rozwoju Produktu,"https://www.pracuj.pl/praca/dyrektor-dyrektorka-dzialu-rozwoju-produktu-warszawa-prosta-68,oferta,1004549010?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Analityk Finansowy,"https://www.pracuj.pl/praca/analityk-finansowy-kedzierzyn-kozle,oferta,1004537413?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Senior Analityk Biznesowo-Systemowy,"https://www.pracuj.pl/praca/senior-analityk-biznesowo-systemowy-warszawa,oferta,1004551810?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
AI Developer,"https://www.pracuj.pl/praca/ai-developer-wroclaw-plac-powstancow-slaskich-1,oferta,1004561198?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,0
Specjalista / Specjalistka ds. obsługi klienta i szkoleń,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-obslugi-klienta-i-szkolen-warszawa-skierniewicka-10a,oferta,1004561307?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Head of Sales,"https://www.pracuj.pl/praca/head-of-sales-warszawa-kijowska-5,oferta,1004550437?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Analityk Biznesowy,"https://www.pracuj.pl/praca/analityk-biznesowy-warszawa,oferta,1004536750?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Analityk biznesowo-systemowy,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-wroclaw-legnicka-70,oferta,1004563453?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Analityk biznesowy / Analityczka biznesowa ds. rozwoju płatności (CBPR+ / ISO20022),"https://www.pracuj.pl/praca/analityk-biznesowy-analityczka-biznesowa-ds-rozwoju-platnosci-cbpr%2b-iso20022-warszawa-prosta-18,oferta,1004563257?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Junior Power BI Analyst,"https://www.pracuj.pl/praca/junior-power-bi-analyst-warszawa-rondo-daszynskiego-1,oferta,1004556014?sug=list_bd_2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Junior Data Researcher,"https://www.pracuj.pl/praca/junior-data-researcher-warszawa-ogrodowa-58,oferta,1004526537?sug=list_bd_4&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,1,0,1,0,0
Młodszy analityk finansowy/Młodsza analityczka finansowa,"https://www.pracuj.pl/praca/mlodszy-analityk-finansowy-mlodsza-analityczka-finansowa-wroclaw-plac-grunwaldzki-22,oferta,1004560729?sug=list_bd_6&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Data Analytics Engineer,"https://www.pracuj.pl/praca/data-analytics-engineer-krakow-wadowicka-3a,oferta,1004500292?sug=list_bd_7_boosterAI_L2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,0,1,0
Junior Data Analyst,"https://www.pracuj.pl/praca/junior-data-analyst-krakow,oferta,1004534417?sug=list_bd_8&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,1,0
Młodszy Analityk Ryzyka (k/m),"https://www.pracuj.pl/praca/mlodszy-analityk-ryzyka-k-m-wroclaw-raclawicka-2,oferta,1004549119?sug=list_bd_9&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. Uprawnień,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-uprawnien-wroclaw,oferta,1004530976?sug=list_bd_10&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. analiz ALM,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-analiz-alm-wroclaw-legnicka-48,oferta,1004548347?sug=list_bd_11&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Młodszy Specjalista ds. Controllingu (K/M),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-controllingu-k-m-wroclaw,oferta,1004544300?sug=list_bd_12&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Financial Process Analyst (AR),"https://www.pracuj.pl/praca/financial-process-analyst-ar-katowice,oferta,1004542027?sug=list_bd_13&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalistka/Specjalista w Zespole Analiz Produktowych i Rynkowych,"https://www.pracuj.pl/praca/specjalistka-specjalista-w-zespole-analiz-produktowych-i-rynkowych-lodz-wolczanska-128-134,oferta,1004530275?sug=list_bd_14&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,1,0,1,0
Konsultant / Konsultantka ds. sprzedaży,"https://www.pracuj.pl/praca/konsultant-konsultantka-ds-sprzedazy-krakow-retoryka-1,oferta,1004543515?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,0,0
Senior AI Engineer,"https://www.pracuj.pl/praca/senior-ai-engineer-warszawa,oferta,1004545810?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,0,1,1,0
Product Manager (m/f/d),"https://www.pracuj.pl/praca/product-manager-m-f-d-komorow-pow-pruszkowski,oferta,1004551751?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Specjalista / Specjalistka ds. Planowania Popytu,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-planowania-popytu-warszawa-krakowiakow-34,oferta,1004556587?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Specjalista / Specjalistka ds. rozliczeń,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-rozliczen-wroclaw-jaworska-13,oferta,1004558404?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Merchandise Financial Owner,"https://www.pracuj.pl/praca/merchandise-financial-owner-gdansk,oferta,1004550722?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Dyrektor Sprzedaży,"https://www.pracuj.pl/praca/dyrektor-sprzedazy-olsztyn,oferta,1004558574?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Kierownik / Kierowniczka ds. finansowo-administracyjnych,"https://www.pracuj.pl/praca/kierownik-kierowniczka-ds-finansowo-administracyjnych-kedzierzyn-kozle,oferta,1004554765?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,1,0
Ekspert/ka ds. Utrzymania i rozwoju aplikacji,"https://www.pracuj.pl/praca/ekspert-ka-ds-utrzymania-i-rozwoju-aplikacji-warszawa-rondo-ignacego-daszynskiego-1,oferta,1004564413?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,0,0,0
Specjalista ds. e-Commerce (k/m),"https://www.pracuj.pl/praca/specjalista-ds-e-commerce-k-m-warszawa-konstruktorska-4,oferta,1004564406?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Administrator / Administratorka systemów i narzędzi własnych CSIRT,"https://www.pracuj.pl/praca/administrator-administratorka-systemow-i-narzedzi-wlasnych-csirt-warszawa,oferta,1004545596?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Specjalista / Specjalistka ds. Sprzedaży i Marketingu / Sales and Marketing Specialist,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-sprzedazy-i-marketingu-sales-and-marketing-specialis-warszawa-pabianicka-12,oferta,1004564380?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Samodzielna Księgowa/y,"https://www.pracuj.pl/praca/samodzielna-ksiegowa-y-warszawa,oferta,1004564371?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Manager/ka Rozwoju Marki Własnej,"https://www.pracuj.pl/praca/manager-ka-rozwoju-marki-wlasnej-pruszkow,oferta,1004564359?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
AIOps Engineer,"https://www.pracuj.pl/praca/aiops-engineer-wroclaw-plac-konstytucji-3-maja-3,oferta,1004564351?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,1,0
Analityk biznesowy,"https://www.pracuj.pl/praca/analityk-biznesowy-warszawa,oferta,1004536313?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Growth & Performance Marketing Specialist (PL/UA),"https://www.pracuj.pl/praca/growth-performance-marketing-specialist-pl-ua-warszawa-altowa-2,oferta,1004564340?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Programista .NET,"https://www.pracuj.pl/praca/programista-net-warszawa,oferta,1004522417?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Administrator Hexagon SDx,"https://www.pracuj.pl/praca/administrator-hexagon-sdx-warszawa,oferta,1004541104?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Lean Manager / Continuous Improvement Manager,"https://www.pracuj.pl/praca/lean-manager-continuous-improvement-manager-chorzow-dyrekcyjna-6,oferta,1004564245?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
"Senior Full Stack Developer Delphi,C#","https://www.pracuj.pl/praca/senior-full-stack-developer-delphi-c%23-warszawa,oferta,1004564202?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
"Junior Store Manager, Domino's Pizza Praga","https://www.pracuj.pl/praca/junior-store-manager-domino-s-pizza-praga-warszawa-bialostocka-5d,oferta,1004538982?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Mechanik - Ślusarz (k/m),"https://www.pracuj.pl/praca/mechanik-slusarz-k-m-zlotoryja-przemyslowa-12,oferta,1004543191?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,1,0
Marketing Manager,"https://www.pracuj.pl/praca/marketing-manager-warszawa,oferta,1004564002?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
IT Project Manager,"https://www.pracuj.pl/praca/it-project-manager-poznan-estkowskiego-6,oferta,1004563995?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,0,0,0
Specjalista ds. Automatyzacji Procesów Serwisowych (k/m),"https://www.pracuj.pl/praca/specjalista-ds-automatyzacji-procesow-serwisowych-k-m-nadarzyn-pow-pruszkowski-aleja-katowicka-316,oferta,1004550151?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,1,1,0,1,0,0
Specjalista / Specjalistka ds. Likwidacji Szkód Zagranicznych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-likwidacji-szkod-zagranicznych-warszawa-sienna-73,oferta,1004563878?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Młodszy Analityk Biznesowy / Młodsza Analityczka Biznesowa,"https://www.pracuj.pl/praca/mlodszy-analityk-biznesowy-mlodsza-analityczka-biznesowa-lodz-plk-jana-kilinskiego-2,oferta,1004562426?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Młodszy Specjalista ds. Klientów,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-klientow-bielany-wroclawskie-pow-wroclawski-irysowa-1,oferta,1004563655?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Starszy Specjalista ds. monitorowania projektów (k/m/n),"https://www.pracuj.pl/praca/starszy-specjalista-ds-monitorowania-projektow-k-m-n-warszawa-aleje-jerozolimskie-132,oferta,1004563639?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista/stka ds. Transportu,"https://www.pracuj.pl/praca/specjalista-stka-ds-transportu-kliniska-wielkie-pow-goleniowski-sloneczna-20,oferta,1004563506?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Koordynator / Koordynatorka procesów Lean,"https://www.pracuj.pl/praca/koordynator-koordynatorka-procesow-lean-lodz-doktora-seweryna-sterlinga-27,oferta,1004563499?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
PL/SQL Developer,"https://www.pracuj.pl/praca/pl-sql-developer-warszawa,oferta,1004563493?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Packaging Innovation & Development Specialist (she/he/they),"https://www.pracuj.pl/praca/packaging-innovation-development-specialist-she-he-they-poznan-matyi-8,oferta,1004564160?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analityk Biznesowy SOHO,"https://www.pracuj.pl/praca/analityk-biznesowy-soho-wroclaw-legnicka-70,oferta,1004529272?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
DevOps Engineer,"https://www.pracuj.pl/praca/devops-engineer-wroclaw,oferta,1004563988?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,0,0
Kierownik / Kierowniczka ds. Zakupów Operacyjnych,"https://www.pracuj.pl/praca/kierownik-kierowniczka-ds-zakupow-operacyjnych-leszno-uslugowa-3,oferta,1004563301?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Kierownik Projektu (K/M/X)/ Partnership Project Manager,"https://www.pracuj.pl/praca/kierownik-projektu-k-m-x-partnership-project-manager-krakow,oferta,1004536489?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Brand Manager (Lubella) (m/k),"https://www.pracuj.pl/praca/brand-manager-lubella-m-k-wadowice,oferta,1004563275?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Kontroler Finansowy / Kontrolerka Finansowa,"https://www.pracuj.pl/praca/kontroler-finansowy-kontrolerka-finansowa-warszawa-komitetu-obrony-robotnikow-45a,oferta,1004549836?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Opiekun Portfela Nieruchomości – Asystent/ka Zarządu,"https://www.pracuj.pl/praca/opiekun-portfela-nieruchomosci-asystent-ka-zarzadu-swiebodzice-wladyslawa-sikorskiego-38,oferta,1004563244?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Specjalista / Specjalistka ds. sprzedaży e-commerce,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-sprzedazy-e-commerce-koscierzyna-kapliczna-5,oferta,1004542672?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Manager Sieci Partnerskiej,"https://www.pracuj.pl/praca/manager-sieci-partnerskiej-sokolow-pow-pruszkowski-sokolowska-47c,oferta,1004542601?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka Bezpieczeństwa IT,"https://www.pracuj.pl/praca/specjalista-specjalistka-bezpieczenstwa-it-warszawa-konstruktorska-12a,oferta,1004563696?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. weryfikacji i wprowadzania danych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-weryfikacji-i-wprowadzania-danych-wroclaw-plac-grunwaldzki-23,oferta,1004551977?sug=list_bd_6&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Junior AI Engineer,"https://www.pracuj.pl/praca/junior-ai-engineer-krakow-swietego-jana-20,oferta,1004503997?sug=list_bd_7&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Data Analytics Engineer,"https://www.pracuj.pl/praca/data-analytics-engineer-krakow-wadowicka-3a,oferta,1004500292?sug=list_bd_8_boosterAI_L2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,0,1,0
Młodszy Specjalista / Młodsza Specjalistka ds. analiz ALM,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-analiz-alm-wroclaw-legnicka-48,oferta,1004548347?sug=list_bd_10&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Specjalistka/Specjalista w Zespole Analiz Produktowych i Rynkowych,"https://www.pracuj.pl/praca/specjalistka-specjalista-w-zespole-analiz-produktowych-i-rynkowych-lodz-wolczanska-128-134,oferta,1004530275?sug=list_bd_11&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,1,0,1,0
Młodszy Analityk Ryzyka (k/m),"https://www.pracuj.pl/praca/mlodszy-analityk-ryzyka-k-m-wroclaw-raclawicka-2,oferta,1004549119?sug=list_bd_13&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. Uprawnień,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-uprawnien-wroclaw,oferta,1004530976?sug=list_bd_15&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Inżynier zapewnienia jakości (K/M),"https://www.pracuj.pl/praca/inzynier-zapewnienia-jakosci-k-m-gdynia-krzemowa-6,oferta,1004557821?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Dyrektor Sprzedaży,"https://www.pracuj.pl/praca/dyrektor-sprzedazy-olsztyn,oferta,1004562902?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
People & Culture Generalist (HR Business Partner),"https://www.pracuj.pl/praca/people-culture-generalist-hr-business-partner-chlastawa-pow-swiebodzinski-17,oferta,1004549652?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista ds. Logistyki (m/k),"https://www.pracuj.pl/praca/specjalista-ds-logistyki-m-k-wilimowo-2,oferta,1004562838?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Badacz / Badaczka,"https://www.pracuj.pl/praca/badacz-badaczka-warszawa-pulawska-2,oferta,1004562836?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Osoba Zarządzająca 5* Hotelem,"https://www.pracuj.pl/praca/osoba-zarzadzajaca-5-hotelem-krakow,oferta,1004562814?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Fullstack Developer (TypeScript + Node.js),"https://www.pracuj.pl/praca/fullstack-developer-typescript-%2b-node-js-wroclaw,oferta,1004529849?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Specjalista / Specjalistka ds. gospodarki magazynowej,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-gospodarki-magazynowej-czestochowa-swietej-barbary-17,oferta,1004562754?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalistka / Specjalista ds. obrotu energią elektryczną i gazem,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-obrotu-energia-elektryczna-i-gazem-siechnice,oferta,1004562727?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,0,0,0
Specjalista ds. technicznych – instalacje wewnętrzne (m/k),"https://www.pracuj.pl/praca/specjalista-ds-technicznych-instalacje-wewnetrzne-m-k-kartoszyno-pow-pucki-torfowa-4,oferta,1004549580?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Przedstawiciel Handlowy - kanał nowoczesny,"https://www.pracuj.pl/praca/przedstawiciel-handlowy-kanal-nowoczesny-wroclaw,oferta,1004549572?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista / Specjalistka ds. marketingu,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-koszalin-wlasna-6,oferta,1004562707?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,1,0,0,0
Specjalista ds. bezpieczeństwa IT (m/k),"https://www.pracuj.pl/praca/specjalista-ds-bezpieczenstwa-it-m-k-katowice-kolejowa-17,oferta,1004562663?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Energia przyszłości - program dla absolwentek i absolwentów studiów inżynierskich,"https://www.pracuj.pl/praca/energia-przyszlosci-program-dla-absolwentek-i-absolwentow-studiow-inzynierskich-warszawa-modlinska-15,oferta,1004562661?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Analityczka biznesowa / Analityk biznesowy ds. klientów strategicznych,"https://www.pracuj.pl/praca/analityczka-biznesowa-analityk-biznesowy-ds-klientow-strategicznych-warszawa-swietokrzyska-36,oferta,1004548679?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Kontroler Finansowy [M/F] - obszar komercyjny w firmie prod.,"https://www.pracuj.pl/praca/kontroler-finansowy-m-f-obszar-komercyjny-w-firmie-prod-mykanow-pow-czestochowski,oferta,1004562582?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Ekspert/ka ds. ładu korporacyjnego (k/m),"https://www.pracuj.pl/praca/ekspert-ka-ds-ladu-korporacyjnego-k-m-warszawa-komitetu-obrony-robotnikow-43,oferta,1004562575?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista / Specjalistka ds. kontroli jakości,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-kontroli-jakosci-wroclaw-stargardzka-9a,oferta,1004562569?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Business Intelligence Developer M/K,"https://www.pracuj.pl/praca/business-intelligence-developer-m-k-krosno-odrzanskie-newtona-5,oferta,1004555216?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,1,0,1,0,0
Specjalista / Specjalistka ds. wdrożeń ERP z obszaru Sprzedażowo-Magazynowego,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-wdrozen-erp-z-obszaru-sprzedazowo-magazynowego-kielce,oferta,1004556198?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. rozwoju produktów i usług kartowych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-rozwoju-produktow-i-uslug-kartowych-wroclaw-zygmunta-krasinskiego-27,oferta,1004562446?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Ekspert / Ekspertka Compensation & Benefits,"https://www.pracuj.pl/praca/ekspert-ekspertka-compensation-benefits-wroclaw,oferta,1004549338?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Wsparcie techniczno-administracyje w obszarze eksploatacji sieci (energetyka),"https://www.pracuj.pl/praca/wsparcie-techniczno-administracyje-w-obszarze-eksploatacji-sieci-energetyka-warszawa-wojciecha-chrzanowskiego-12,oferta,1004562437?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Główny księgowy / Główna księgowa,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-tluszcz-wiejska-56,oferta,1004562385?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Koordynator / Koordynatorka Projektów Produkcyjnych,"https://www.pracuj.pl/praca/koordynator-koordynatorka-projektow-produkcyjnych-rakowice-male-pow-lwowecki-17,oferta,1004563169?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
