Title,Link,SQL,Python,Power BI,Excel,Tableau,Angielski,Cloud,R
Kontroler Finansowy (K/M/N),"https://www.pracuj.pl/praca/kontroler-finansowy-k-m-n-warszawa-bobrowiecka-6,oferta,1004545285?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
"Senior Analyst / Consultant, Economic Modelling","https://www.pracuj.pl/praca/senior-analyst-consultant-economic-modelling-krakow-wadowicka-8a,oferta,1004547569?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Chief Operating Officer (COO),"https://www.pracuj.pl/praca/chief-operating-officer-coo-lodz-lakowa-11,oferta,1004545160?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. Marketing Automation,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketing-automation-warszawa-zawodzie-22,oferta,1004553508?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Specjalista ds. kontrolingu (K/M),"https://www.pracuj.pl/praca/specjalista-ds-kontrolingu-k-m-warszawa-bobrowiecka-6,oferta,1004545101?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
HR Specialist,"https://www.pracuj.pl/praca/hr-specialist-warszawa-opatowska-2,oferta,1004553503?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Kontroling finansowy,"https://www.pracuj.pl/praca/kontroling-finansowy-gdansk-norwida-2,oferta,1004553501?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,1,0
Specjalista / Specjalistka ds. Programu Lojalnościowego / Business Owner,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-programu-lojalnosciowego-business-owner-warszawa-zawodzie-22,oferta,1004553487?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Category Manager (K/M),"https://www.pracuj.pl/praca/category-manager-k-m-wroclaw-zabrodzie-28,oferta,1004545058?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Programista C++ (Embedded) (k/m),"https://www.pracuj.pl/praca/programista-c%2b%2b-embedded-k-m-warszawa-poligonowa-30,oferta,1004553455?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,1,0
Główny Specjalista ds. Kontroli jakości - Diagnosta Laboratoryjny (f/m),"https://www.pracuj.pl/praca/glowny-specjalista-ds-kontroli-jakosci-diagnosta-laboratoryjny-f-m-warszawa-zawodzie-22,oferta,1004553446?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista / Specjalistka ds. Afiliacji w dziale E-commerce,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-afiliacji-w-dziale-e-commerce-warszawa-zawodzie-22,oferta,1004553438?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. E-commerce,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-e-commerce-warszawa-zawodzie-22,oferta,1004553421?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Junior Power BI Analyst,"https://www.pracuj.pl/praca/junior-power-bi-analyst-warszawa-rondo-daszynskiego-1,oferta,1004556014?sug=list_bd_3&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Młodszy Specjalista ds. Controllingu (K/M),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-controllingu-k-m-wroclaw,oferta,1004544300?sug=list_bd_8&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Specjalista / Specjalistka ds. weryfikacji i wprowadzania danych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-weryfikacji-i-wprowadzania-danych-wroclaw-plac-grunwaldzki-23,oferta,1004551977?sug=list_bd_11&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Specjalista / Specjalistka ds. Inwestycji i Nieruchomości,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-inwestycji-i-nieruchomosci-ruda-slaska-szyb-walenty-16,oferta,1004544834?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Java Developer (K/M/N),"https://www.pracuj.pl/praca/java-developer-k-m-n-warszawa-krakowiakow-42,oferta,1004544804?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Senior Java Developer & Tech Lead (K/M/N),"https://www.pracuj.pl/praca/senior-java-developer-tech-lead-k-m-n-warszawa-krakowiakow-42,oferta,1004544803?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,0,0
Specjalista / Specjalistka ds. automatyzacji i optymalizacji procesów - diagnostyka laboratoryjna,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-automatyzacji-i-optymalizacji-procesow-diagnostyka-l-warszawa-zawodzie-22,oferta,1004553256?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,1,0,0,1,0
Technical Support L1/L2 - OnePortal,"https://www.pracuj.pl/praca/technical-support-l1-l2-oneportal-warszawa-marynarska-12,oferta,1004527784?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
City Operations Manager,"https://www.pracuj.pl/praca/city-operations-manager-wroclaw-slezna-110,oferta,1004553123?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Ekspert/Ekspertka ds. Audytu,"https://www.pracuj.pl/praca/ekspert-ekspertka-ds-audytu-warszawa-chlodna-51,oferta,1004553106?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,1,0,1,0,0
Key Account Manager - Rynek Klienta B2B,"https://www.pracuj.pl/praca/key-account-manager-rynek-klienta-b2b-glogow-generala-wladyslawa-sikorskiego-64,oferta,1004553070?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Project Manager (Google Ads),"https://www.pracuj.pl/praca/project-manager-google-ads-warszawa-ludwika-idzikowskiego-19,oferta,1004553049?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Kontroler Biznesowo-Finansowy,"https://www.pracuj.pl/praca/kontroler-biznesowo-finansowy-warszawa,oferta,1004542557?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalistka / Specjalista ds. Zakupów Strategicznych,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-zakupow-strategicznych-mszczonow-tarczynska-114,oferta,1004543220?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Specjalista / Specjalistka ds. Badań i Rozwoju w obszarze AI,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-badan-i-rozwoju-w-obszarze-ai-warszawa-adama-branickiego-13,oferta,1004544376?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,0,0
Starsza Ekspertka/Starszy Ekspert ds. kontraktacji OTC,"https://www.pracuj.pl/praca/starsza-ekspertka-starszy-ekspert-ds-kontraktacji-otc-warszawa-mysia-2,oferta,1004544346?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Program Rozwojowy w Dziale Sprzedaży w kanale Drogerii,"https://www.pracuj.pl/praca/program-rozwojowy-w-dziale-sprzedazy-w-kanale-drogerii-warszawa-domaniewska-41,oferta,1004544138?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Key Account Manager (k/m),"https://www.pracuj.pl/praca/key-account-manager-k-m-robakowo-pow-poznanski-zernicka-22,oferta,1004542700?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Samodzielny Referent Techniczny (K/M) w Centrum Cyfryzacji Dział Oprogramowania i Nowych Technologii AI (CC-2),"https://www.pracuj.pl/praca/samodzielny-referent-techniczny-k-m-w-centrum-cyfryzacji-dzial-oprogramowania-i-krakow-warszawska-24,oferta,1004543920?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Młodsza/y Specjalistka/a / Specjalistka/a / Starsza/y Specjalistka/a ds. Strategii i Projektów w Pionie Planowania i Nadzoru (k/m/n),"https://www.pracuj.pl/praca/mlodsza-y-specjalistka-a-specjalistka-a-starsza-y-specjalistka-a-ds-strategii-i-warszawa-plac-sokratesa-starynkiewicza-5,oferta,1004557453?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Specjalista/ka ds. harmonogramów,"https://www.pracuj.pl/praca/specjalista-ka-ds-harmonogramow-warszawa,oferta,1004543873?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Administrator Systemu ERP,"https://www.pracuj.pl/praca/administrator-systemu-erp-zabow-pow-pyrzycki-76b,oferta,1004543798?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Specjalistka/ta ds. wdrażania nowych leków (Farmacja),"https://www.pracuj.pl/praca/specjalistka-ta-ds-wdrazania-nowych-lekow-farmacja-wroclaw-krucza-62,oferta,1004543694?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,1,0,1,1,0
"Analyst, Pricing Reimbursement & Market Access (PRMA)","https://www.pracuj.pl/praca/analyst-pricing-reimbursement-market-access-prma-krakow-wadowicka-8a,oferta,1004547037?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Financial Process Analyst (AR),"https://www.pracuj.pl/praca/financial-process-analyst-ar-katowice,oferta,1004542027?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Global Food Label Management & Assembly Specification Analyst (m/f),"https://www.pracuj.pl/praca/global-food-label-management-assembly-specification-analyst-m-f-lodz-doktora-stefana-kopcinskiego-62d,oferta,1004546882?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Programista / Programistka .NET/C# AI,"https://www.pracuj.pl/praca/programista-programistka-net-c%23-ai-poznan-piekary-14-15,oferta,1004543612?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,1,0
Programista / Programistka C#/.NET,"https://www.pracuj.pl/praca/programista-programistka-c%23-net-poznan-piekary-14-15,oferta,1004543611?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Menadżer Kategorii,"https://www.pracuj.pl/praca/menadzer-kategorii-katowice,oferta,1004558399?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Specjalista / Specjalistka ds. zarządzania płynnością,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-zarzadzania-plynnoscia-gdansk-lakowa-39-44,oferta,1004558402?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analityk Biznesowy / Biznesowo-Systemowy,"https://www.pracuj.pl/praca/analityk-biznesowy-biznesowo-systemowy-warszawa,oferta,1004543156?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Analityk biznesowy / Analityczka biznesowa,"https://www.pracuj.pl/praca/analityk-biznesowy-analityczka-biznesowa-poznan-zwierzyniecka-14,oferta,1004545379?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Analityk biznesowy / Analityczka biznesowa,"https://www.pracuj.pl/praca/analityk-biznesowy-analityczka-biznesowa-gdynia-bytomska-24,oferta,1004545327?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Architekt systemu Business Intelligence,"https://www.pracuj.pl/praca/architekt-systemu-business-intelligence-olsztyn-wladyslawa-trylinskiego-7,oferta,1004558127?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,1,1,0
Social Media & Content Manager,"https://www.pracuj.pl/praca/social-media-content-manager-warszawa,oferta,1004558390?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Analityk biznesowy (m/k/n) - starszy specjalista,"https://www.pracuj.pl/praca/analityk-biznesowy-m-k-n-starszy-specjalista-warszawa-aleja-niepodleglosci-188b,oferta,1004557644?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,0,0,0
Specjalista IT – COMARCH & BI Point,"https://www.pracuj.pl/praca/specjalista-it-comarch-bi-point-kielce,oferta,1004544267?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,0,0,0
Specjalista ds. Owned Media & Digital Campaigns (M/K),"https://www.pracuj.pl/praca/specjalista-ds-owned-media-digital-campaigns-m-k-lodz-sw-teresy-od-dzieciatka-jezus-109,oferta,1004545822?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista ds. Obsługi Klienta B2B (m/k),"https://www.pracuj.pl/praca/specjalista-ds-obslugi-klienta-b2b-m-k-gdansk-aleja-grunwaldzka-472b,oferta,1004543266?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista ds. Inwestycji Technologicznych,"https://www.pracuj.pl/praca/specjalista-ds-inwestycji-technologicznych-cypr,oferta,11759811?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Ekspert kluczowy/ Ekspertka kluczowa ds. projektowania i realizacji badań,"https://www.pracuj.pl/praca/ekspert-kluczowy-ekspertka-kluczowa-ds-projektowania-i-realizacji-badan-warszawa-gorczewska-8,oferta,1004545430?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalistka / Specjalista ds. Wsparcia Prawnego,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-wsparcia-prawnego-warszawa,oferta,1004545404?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Stażysta / Stażystka w dziale księgowości,"https://www.pracuj.pl/praca/stazysta-stazystka-w-dziale-ksiegowosci-wroclaw,oferta,1004558249?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Specjalista / Specjalistka ds. Controlingu Produkcyjnego,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-controlingu-produkcyjnego-tarnowo-podgorne-pow-poznanski,oferta,1004545376?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
R&D Electronics Engineer,"https://www.pracuj.pl/praca/r-d-electronics-engineer-warszawa,oferta,1004558152?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Liderka / Lider zespołu postprodukcyjnego,"https://www.pracuj.pl/praca/liderka-lider-zespolu-postprodukcyjnego-wroclaw-aleksandra-zelwerowicza-20,oferta,1004545183?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Księgowy / Księgowa,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-wolka-kosowska-pow-piaseczynski-nadrzeczna-16,oferta,1004558074?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. Controllingu,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-controllingu-rzgow-lesna-5,oferta,1004535156?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista / Specjalistka ds. Rozliczeń NFZ,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-rozliczen-nfz-katowice-tysiaclecia-101,oferta,1004558065?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Specjalista w Zespole Transportu i Infrastruktury Technicznej,"https://www.pracuj.pl/praca/specjalista-w-zespole-transportu-i-infrastruktury-technicznej-lodz-aleja-marsz-jozefa-pilsudskiego-12,oferta,1004545063?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalistka/Specjalista ds. kontroli jakości,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-kontroli-jakosci-brodnica-generala-wladyslawa-sikorskiego-66,oferta,1004545066?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Młodszy Analityk Ryzyka (k/m),"https://www.pracuj.pl/praca/mlodszy-analityk-ryzyka-k-m-wroclaw-raclawicka-2,oferta,1004549119?sug=list_bd_6&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalistka/Specjalista w Zespole Analiz Produktowych i Rynkowych,"https://www.pracuj.pl/praca/specjalistka-specjalista-w-zespole-analiz-produktowych-i-rynkowych-lodz-wolczanska-128-134,oferta,1004530275?sug=list_bd_8&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,0,1,0,1,0
Financial Process Analyst (AR),"https://www.pracuj.pl/praca/financial-process-analyst-ar-katowice,oferta,1004542027?sug=list_bd_9&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Payroll Analyst with German,"https://www.pracuj.pl/praca/payroll-analyst-with-german-gdansk-aleja-grunwaldzka-472e,oferta,1004532178?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Senior Tax Analyst,"https://www.pracuj.pl/praca/senior-tax-analyst-warszawa,oferta,1004560415?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Z-ca kierownika transportu,"https://www.pracuj.pl/praca/z-ca-kierownika-transportu-chocznia-pow-wadowicki,oferta,1004544903?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Kontroler Finansowy / Kontrolerka Finansowa,"https://www.pracuj.pl/praca/kontroler-finansowy-kontrolerka-finansowa-swiebodzice-wladyslawa-sikorskiego-38,oferta,1004544900?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Senior Project Manager,"https://www.pracuj.pl/praca/senior-project-manager-warszawa-prosta-67,oferta,1004542724?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,0,0,1,0,0
Senior Allegro Specialist,"https://www.pracuj.pl/praca/senior-allegro-specialist-krakow-jana-zamoyskiego-81,oferta,1004557917?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Content & Graphic Designer,"https://www.pracuj.pl/praca/content-graphic-designer-warszawa-trakt-brzeski-92,oferta,1004557910?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Kierownik działu w zakładzie produkcyjnym,"https://www.pracuj.pl/praca/kierownik-dzialu-w-zakladzie-produkcyjnym-trzebiatow-kolobrzeska-26a,oferta,1004557879?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Stażysta w dziale Developmentu,"https://www.pracuj.pl/praca/stazysta-w-dziale-developmentu-warszawa-prosta-20,oferta,1004557875?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Inżynier Jakości w Zakładzie Poduszek Powietrznych (M/K),"https://www.pracuj.pl/praca/inzynier-jakosci-w-zakladzie-poduszek-powietrznych-m-k-czestochowa-rolnicza-33,oferta,1004542606?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
"Sr Analyst, Regional Accounting (Fixed-Term Contract)","https://www.pracuj.pl/praca/sr-analyst-regional-accounting-fixed-term-contract-krakow-puszkarska-7m,oferta,1004539851?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
"Specjalista / Specjalistka Ecommerce ds. sprzedaży na platformach marketplace - Kaufland, eMag, Temu, Amazon, Otto, eBay, Cdiscount, Skroutz, Pigu","https://www.pracuj.pl/praca/specjalista-specjalistka-ecommerce-ds-sprzedazy-na-platformach-marketplace-kaufl-lodz-zbaszynska-4,oferta,1004557754?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
HR Business Partner,"https://www.pracuj.pl/praca/hr-business-partner-ruda-slaska-szyb-walenty-16,oferta,1004542499?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Ekspertka / Ekspert ds. Modelowania Ryzyka,"https://www.pracuj.pl/praca/ekspertka-ekspert-ds-modelowania-ryzyka-warszawa,oferta,1004544591?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,0
Samodzielny księgowy / Samodzielna księgowa,"https://www.pracuj.pl/praca/samodzielny-ksiegowy-samodzielna-ksiegowa-warszawa-bukowinska-22,oferta,1004557735?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalistka / Specjalista ds. Marketingu i Komunikacji,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-marketingu-i-komunikacji-krakow-dobrego-pasterza-13,oferta,1004542455?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Deal Analyst,"https://www.pracuj.pl/praca/deal-analyst-krakow-aleja-pokoju-18e,oferta,1004556067?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Specjalistka / Specjalista ds. Digital CRM,"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-digital-crm-wroclaw,oferta,1004542314?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Menadżer Regionalny,"https://www.pracuj.pl/praca/menadzer-regionalny-rzeszow,oferta,1004542298?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. Social Media,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-social-media-warszawa-aleje-jerozolimskie-42,oferta,1004542285?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Inżynier Jakości ds. Klienta K/M,"https://www.pracuj.pl/praca/inzynier-jakosci-ds-klienta-k-m-gliwice-leonarda-da-vinci-5,oferta,1004557495?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Analityk / Analityczka Łańcucha Dostaw (umowa na zastępstwo),"https://www.pracuj.pl/praca/analityk-analityczka-lancucha-dostaw-umowa-na-zastepstwo-warszawa-krakowiakow-78,oferta,1004555794?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Administrator systemów radiowych BSS/RAN systemu GSM-R,"https://www.pracuj.pl/praca/administrator-systemow-radiowych-bss-ran-systemu-gsm-r-warszawa,oferta,1004544135?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,1,0,0,0,0
District Manager,"https://www.pracuj.pl/praca/district-manager-warszawa,oferta,1004544105?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Trade Marketing Specialist – International Markets,"https://www.pracuj.pl/praca/trade-marketing-specialist-international-markets-macierzysz-pow-warszawski-zachodni-slawecinska-4,oferta,1004542031?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Trener wewnętrzny,"https://www.pracuj.pl/praca/trener-wewnetrzny-warszawa,oferta,1004544089?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista / Specjalistka ds. Systemów Logistycznych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-systemow-logistycznych-warszawa,oferta,1004544070?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Key Client Partner,"https://www.pracuj.pl/praca/key-client-partner-warszawa,oferta,1004542000?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Machine Learning Engineer,"https://www.pracuj.pl/praca/machine-learning-engineer-wroclaw-slezna-104,oferta,1004557309?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,0,0,0
Category Manager - Kosmetyki,"https://www.pracuj.pl/praca/category-manager-kosmetyki-warszawa,oferta,1004548923?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Główna Specjalistka / Główny Specjalista ds. Kampanii,"https://www.pracuj.pl/praca/glowna-specjalistka-glowny-specjalista-ds-kampanii-warszawa,oferta,1004543850?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Audytor,"https://www.pracuj.pl/praca/audytor-torun-okolna-37,oferta,1004542727?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
"Paid Social Media Specialist (Meta, Pinterest Ads)","https://www.pracuj.pl/praca/paid-social-media-specialist-meta-pinterest-ads-szczecin-aleja-wojska-polskiego-62,oferta,1004557165?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Główna Księgowa (spółka produkcyjna),"https://www.pracuj.pl/praca/glowna-ksiegowa-spolka-produkcyjna-chrzanow,oferta,1004543766?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Główny specjalista / Główna specjalistka ds. zakupów,"https://www.pracuj.pl/praca/glowny-specjalista-glowna-specjalistka-ds-zakupow-czluchow,oferta,1004543725?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Młodszy/a Specjalista / Specjalistka ds. administracji i obsługi klienta,"https://www.pracuj.pl/praca/mlodszy-a-specjalista-specjalistka-ds-administracji-i-obslugi-klienta-wroclaw-legnicka-56,oferta,1004556969?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
